row_id,date,state,store,product,num_sold
1757,08-04-2015,Mumbai,MecStore,Mec Sticker,336
1758,08-04-2015,Delhi,ExcelMart,Mec Mug,245
1759,08-04-2015,Delhi,ExcelMart,Mec Hat,553
1760,08-04-2015,Delhi,ExcelMart,Mec Sticker,141
1761,08-04-2015,Delhi,MecStore,Mec Mug,448
1762,08-04-2015,Delhi,MecStore,Mec Hat,967
1763,08-04-2015,Delhi,MecStore,Mec Sticker,222
1764,09-04-2015,Kerala,ExcelMart,Mec Mug,211
1765,09-04-2015,Kerala,ExcelMart,Mec Hat,429
1766,09-04-2015,Kerala,ExcelMart,Mec Sticker,118
1767,09-04-2015,Kerala,MecStore,Mec Mug,357
1768,09-04-2015,Kerala,MecStore,Mec Hat,881
1769,09-04-2015,Kerala,MecStore,Mec Sticker,207
1770,09-04-2015,Mumbai,ExcelMart,Mec Mug,458
1771,09-04-2015,Mumbai,ExcelMart,Mec Hat,935
1772,09-04-2015,Mumbai,ExcelMart,Mec Sticker,197
1773,09-04-2015,Mumbai,MecStore,Mec Mug,752
1774,09-04-2015,Mumbai,MecStore,Mec Hat,1679
1775,09-04-2015,Mumbai,MecStore,Mec Sticker,372
1776,09-04-2015,Delhi,ExcelMart,Mec Mug,280
1777,09-04-2015,Delhi,ExcelMart,Mec Hat,589
1778,09-04-2015,Delhi,ExcelMart,Mec Sticker,144
1779,09-04-2015,Delhi,MecStore,Mec Mug,489
1780,09-04-2015,Delhi,MecStore,Mec Hat,1005
1781,09-04-2015,Delhi,MecStore,Mec Sticker,224
1782,10-04-2015,Kerala,ExcelMart,Mec Mug,234
1783,10-04-2015,Kerala,ExcelMart,Mec Hat,514
1784,10-04-2015,Kerala,ExcelMart,Mec Sticker,125
1785,10-04-2015,Kerala,MecStore,Mec Mug,395
1786,10-04-2015,Kerala,MecStore,Mec Hat,889
1787,10-04-2015,Kerala,MecStore,Mec Sticker,212
1788,10-04-2015,Mumbai,ExcelMart,Mec Mug,376
1789,10-04-2015,Mumbai,ExcelMart,Mec Hat,869
1790,10-04-2015,Mumbai,ExcelMart,Mec Sticker,240
1791,10-04-2015,Mumbai,MecStore,Mec Mug,698
1792,10-04-2015,Mumbai,MecStore,Mec Hat,1588
1793,10-04-2015,Mumbai,MecStore,Mec Sticker,368
1794,10-04-2015,Delhi,ExcelMart,Mec Mug,281
1795,10-04-2015,Delhi,ExcelMart,Mec Hat,651
1796,10-04-2015,Delhi,ExcelMart,Mec Sticker,143
1797,10-04-2015,Delhi,MecStore,Mec Mug,468
1798,10-04-2015,Delhi,MecStore,Mec Hat,1089
1799,10-04-2015,Delhi,MecStore,Mec Sticker,222
1800,11-04-2015,Kerala,ExcelMart,Mec Mug,258
1801,11-04-2015,Kerala,ExcelMart,Mec Hat,640
1802,11-04-2015,Kerala,ExcelMart,Mec Sticker,132
1803,11-04-2015,Kerala,MecStore,Mec Mug,468
1804,11-04-2015,Kerala,MecStore,Mec Hat,1042
1805,11-04-2015,Kerala,MecStore,Mec Sticker,220
1806,11-04-2015,Mumbai,ExcelMart,Mec Mug,495
1807,11-04-2015,Mumbai,ExcelMart,Mec Hat,1091
1808,11-04-2015,Mumbai,ExcelMart,Mec Sticker,234
1809,11-04-2015,Mumbai,MecStore,Mec Mug,774
1810,11-04-2015,Mumbai,MecStore,Mec Hat,1676
1811,11-04-2015,Mumbai,MecStore,Mec Sticker,416
1812,11-04-2015,Delhi,ExcelMart,Mec Mug,313
1813,11-04-2015,Delhi,ExcelMart,Mec Hat,698
1814,11-04-2015,Delhi,ExcelMart,Mec Sticker,163
1815,11-04-2015,Delhi,MecStore,Mec Mug,565
1816,11-04-2015,Delhi,MecStore,Mec Hat,1208
1817,11-04-2015,Delhi,MecStore,Mec Sticker,270
1818,12-04-2015,Kerala,ExcelMart,Mec Mug,259
1819,12-04-2015,Kerala,ExcelMart,Mec Hat,475
1820,12-04-2015,Kerala,ExcelMart,Mec Sticker,137
1821,12-04-2015,Kerala,MecStore,Mec Mug,397
1822,12-04-2015,Kerala,MecStore,Mec Hat,930
1823,12-04-2015,Kerala,MecStore,Mec Sticker,214
1824,12-04-2015,Mumbai,ExcelMart,Mec Mug,419
1825,12-04-2015,Mumbai,ExcelMart,Mec Hat,933
1826,12-04-2015,Mumbai,ExcelMart,Mec Sticker,212
1827,12-04-2015,Mumbai,MecStore,Mec Mug,728
1828,12-04-2015,Mumbai,MecStore,Mec Hat,1522
1829,12-04-2015,Mumbai,MecStore,Mec Sticker,394
1830,12-04-2015,Delhi,ExcelMart,Mec Mug,282
1831,12-04-2015,Delhi,ExcelMart,Mec Hat,665
1832,12-04-2015,Delhi,ExcelMart,Mec Sticker,143
1833,12-04-2015,Delhi,MecStore,Mec Mug,513
1834,12-04-2015,Delhi,MecStore,Mec Hat,1158
1835,12-04-2015,Delhi,MecStore,Mec Sticker,243
1836,13-04-2015,Kerala,ExcelMart,Mec Mug,181
1837,13-04-2015,Kerala,ExcelMart,Mec Hat,372
1838,13-04-2015,Kerala,ExcelMart,Mec Sticker,90
1839,13-04-2015,Kerala,MecStore,Mec Mug,315
1840,13-04-2015,Kerala,MecStore,Mec Hat,646
1841,13-04-2015,Kerala,MecStore,Mec Sticker,164
1842,13-04-2015,Mumbai,ExcelMart,Mec Mug,301
1843,13-04-2015,Mumbai,ExcelMart,Mec Hat,661
1844,13-04-2015,Mumbai,ExcelMart,Mec Sticker,161
1845,13-04-2015,Mumbai,MecStore,Mec Mug,540
1846,13-04-2015,Mumbai,MecStore,Mec Hat,1224
1847,13-04-2015,Mumbai,MecStore,Mec Sticker,286
1848,13-04-2015,Delhi,ExcelMart,Mec Mug,219
1849,13-04-2015,Delhi,ExcelMart,Mec Hat,502
1850,13-04-2015,Delhi,ExcelMart,Mec Sticker,98
1851,13-04-2015,Delhi,MecStore,Mec Mug,358
1852,13-04-2015,Delhi,MecStore,Mec Hat,806
1853,13-04-2015,Delhi,MecStore,Mec Sticker,187
1854,14-04-2015,Kerala,ExcelMart,Mec Mug,179
1855,14-04-2015,Kerala,ExcelMart,Mec Hat,371
1856,14-04-2015,Kerala,ExcelMart,Mec Sticker,96
1857,14-04-2015,Kerala,MecStore,Mec Mug,272
1858,14-04-2015,Kerala,MecStore,Mec Hat,617
1859,14-04-2015,Kerala,MecStore,Mec Sticker,145
1860,14-04-2015,Mumbai,ExcelMart,Mec Mug,289
1861,14-04-2015,Mumbai,ExcelMart,Mec Hat,748
1862,14-04-2015,Mumbai,ExcelMart,Mec Sticker,144
1863,14-04-2015,Mumbai,MecStore,Mec Mug,511
1864,14-04-2015,Mumbai,MecStore,Mec Hat,1114
1865,14-04-2015,Mumbai,MecStore,Mec Sticker,252
1866,14-04-2015,Delhi,ExcelMart,Mec Mug,203
1867,14-04-2015,Delhi,ExcelMart,Mec Hat,489
1868,14-04-2015,Delhi,ExcelMart,Mec Sticker,110
1869,14-04-2015,Delhi,MecStore,Mec Mug,361
1870,14-04-2015,Delhi,MecStore,Mec Hat,748
1871,14-04-2015,Delhi,MecStore,Mec Sticker,177
1872,15-04-2015,Kerala,ExcelMart,Mec Mug,154
1873,15-04-2015,Kerala,ExcelMart,Mec Hat,363
1874,15-04-2015,Kerala,ExcelMart,Mec Sticker,85
1875,15-04-2015,Kerala,MecStore,Mec Mug,292
1876,15-04-2015,Kerala,MecStore,Mec Hat,604
1877,15-04-2015,Kerala,MecStore,Mec Sticker,146
1878,15-04-2015,Mumbai,ExcelMart,Mec Mug,298
1879,15-04-2015,Mumbai,ExcelMart,Mec Hat,575
1880,15-04-2015,Mumbai,ExcelMart,Mec Sticker,140
1881,15-04-2015,Mumbai,MecStore,Mec Mug,458
1882,15-04-2015,Mumbai,MecStore,Mec Hat,1162
1883,15-04-2015,Mumbai,MecStore,Mec Sticker,254
1884,15-04-2015,Delhi,ExcelMart,Mec Mug,174
1885,15-04-2015,Delhi,ExcelMart,Mec Hat,407
1886,15-04-2015,Delhi,ExcelMart,Mec Sticker,105
1887,15-04-2015,Delhi,MecStore,Mec Mug,327
1888,15-04-2015,Delhi,MecStore,Mec Hat,823
1889,15-04-2015,Delhi,MecStore,Mec Sticker,181
1890,16-04-2015,Kerala,ExcelMart,Mec Mug,154
1891,16-04-2015,Kerala,ExcelMart,Mec Hat,345
1892,16-04-2015,Kerala,ExcelMart,Mec Sticker,87
1893,16-04-2015,Kerala,MecStore,Mec Mug,252
1894,16-04-2015,Kerala,MecStore,Mec Hat,577
1895,16-04-2015,Kerala,MecStore,Mec Sticker,142
1896,16-04-2015,Mumbai,ExcelMart,Mec Mug,279
1897,16-04-2015,Mumbai,ExcelMart,Mec Hat,590
1898,16-04-2015,Mumbai,ExcelMart,Mec Sticker,135
1899,16-04-2015,Mumbai,MecStore,Mec Mug,522
1900,16-04-2015,Mumbai,MecStore,Mec Hat,1061
1901,16-04-2015,Mumbai,MecStore,Mec Sticker,257
1902,16-04-2015,Delhi,ExcelMart,Mec Mug,190
1903,16-04-2015,Delhi,ExcelMart,Mec Hat,386
1904,16-04-2015,Delhi,ExcelMart,Mec Sticker,96
1905,16-04-2015,Delhi,MecStore,Mec Mug,343
1906,16-04-2015,Delhi,MecStore,Mec Hat,778
1907,16-04-2015,Delhi,MecStore,Mec Sticker,181
1908,17-04-2015,Kerala,ExcelMart,Mec Mug,153
1909,17-04-2015,Kerala,ExcelMart,Mec Hat,386
1910,17-04-2015,Kerala,ExcelMart,Mec Sticker,87
1911,17-04-2015,Kerala,MecStore,Mec Mug,286
1912,17-04-2015,Kerala,MecStore,Mec Hat,667
1913,17-04-2015,Kerala,MecStore,Mec Sticker,156
1914,17-04-2015,Mumbai,ExcelMart,Mec Mug,289
1915,17-04-2015,Mumbai,ExcelMart,Mec Hat,651
1916,17-04-2015,Mumbai,ExcelMart,Mec Sticker,157
1917,17-04-2015,Mumbai,MecStore,Mec Mug,463
1918,17-04-2015,Mumbai,MecStore,Mec Hat,1095
1919,17-04-2015,Mumbai,MecStore,Mec Sticker,250
1920,17-04-2015,Delhi,ExcelMart,Mec Mug,186
1921,17-04-2015,Delhi,ExcelMart,Mec Hat,475
1922,17-04-2015,Delhi,ExcelMart,Mec Sticker,106
1923,17-04-2015,Delhi,MecStore,Mec Mug,354
1924,17-04-2015,Delhi,MecStore,Mec Hat,774
1925,17-04-2015,Delhi,MecStore,Mec Sticker,173
1926,18-04-2015,Kerala,ExcelMart,Mec Mug,208
1927,18-04-2015,Kerala,ExcelMart,Mec Hat,448
1928,18-04-2015,Kerala,ExcelMart,Mec Sticker,104
1929,18-04-2015,Kerala,MecStore,Mec Mug,352
1930,18-04-2015,Kerala,MecStore,Mec Hat,744
1931,18-04-2015,Kerala,MecStore,Mec Sticker,165
1932,18-04-2015,Mumbai,ExcelMart,Mec Mug,384
1933,18-04-2015,Mumbai,ExcelMart,Mec Hat,792
1934,18-04-2015,Mumbai,ExcelMart,Mec Sticker,170
1935,18-04-2015,Mumbai,MecStore,Mec Mug,610
1936,18-04-2015,Mumbai,MecStore,Mec Hat,1316
1937,18-04-2015,Mumbai,MecStore,Mec Sticker,293
1938,18-04-2015,Delhi,ExcelMart,Mec Mug,240
1939,18-04-2015,Delhi,ExcelMart,Mec Hat,490
1940,18-04-2015,Delhi,ExcelMart,Mec Sticker,124
1941,18-04-2015,Delhi,MecStore,Mec Mug,393
1942,18-04-2015,Delhi,MecStore,Mec Hat,941
1943,18-04-2015,Delhi,MecStore,Mec Sticker,223
1944,19-04-2015,Kerala,ExcelMart,Mec Mug,209
1945,19-04-2015,Kerala,ExcelMart,Mec Hat,484
1946,19-04-2015,Kerala,ExcelMart,Mec Sticker,99
1947,19-04-2015,Kerala,MecStore,Mec Mug,337
1948,19-04-2015,Kerala,MecStore,Mec Hat,840
1949,19-04-2015,Kerala,MecStore,Mec Sticker,190
1950,19-04-2015,Mumbai,ExcelMart,Mec Mug,319
1951,19-04-2015,Mumbai,ExcelMart,Mec Hat,795
1952,19-04-2015,Mumbai,ExcelMart,Mec Sticker,173
1953,19-04-2015,Mumbai,MecStore,Mec Mug,576
1954,19-04-2015,Mumbai,MecStore,Mec Hat,1251
1955,19-04-2015,Mumbai,MecStore,Mec Sticker,319
1956,19-04-2015,Delhi,ExcelMart,Mec Mug,232
1957,19-04-2015,Delhi,ExcelMart,Mec Hat,542
1958,19-04-2015,Delhi,ExcelMart,Mec Sticker,132
1959,19-04-2015,Delhi,MecStore,Mec Mug,385
1960,19-04-2015,Delhi,MecStore,Mec Hat,1041
1961,19-04-2015,Delhi,MecStore,Mec Sticker,219
1962,20-04-2015,Kerala,ExcelMart,Mec Mug,164
1963,20-04-2015,Kerala,ExcelMart,Mec Hat,369
1964,20-04-2015,Kerala,ExcelMart,Mec Sticker,88
1965,20-04-2015,Kerala,MecStore,Mec Mug,268
1966,20-04-2015,Kerala,MecStore,Mec Hat,582
1967,20-04-2015,Kerala,MecStore,Mec Sticker,141
1968,20-04-2015,Mumbai,ExcelMart,Mec Mug,267
1969,20-04-2015,Mumbai,ExcelMart,Mec Hat,615
1970,20-04-2015,Mumbai,ExcelMart,Mec Sticker,148
1971,20-04-2015,Mumbai,MecStore,Mec Mug,493
1972,20-04-2015,Mumbai,MecStore,Mec Hat,1085
1973,20-04-2015,Mumbai,MecStore,Mec Sticker,268
1974,20-04-2015,Delhi,ExcelMart,Mec Mug,179
1975,20-04-2015,Delhi,ExcelMart,Mec Hat,433
1976,20-04-2015,Delhi,ExcelMart,Mec Sticker,97
1977,20-04-2015,Delhi,MecStore,Mec Mug,312
1978,20-04-2015,Delhi,MecStore,Mec Hat,706
1979,20-04-2015,Delhi,MecStore,Mec Sticker,171
1980,21-04-2015,Kerala,ExcelMart,Mec Mug,160
1981,21-04-2015,Kerala,ExcelMart,Mec Hat,311
1982,21-04-2015,Kerala,ExcelMart,Mec Sticker,79
1983,21-04-2015,Kerala,MecStore,Mec Mug,244
1984,21-04-2015,Kerala,MecStore,Mec Hat,638
1985,21-04-2015,Kerala,MecStore,Mec Sticker,138
1986,21-04-2015,Mumbai,ExcelMart,Mec Mug,289
1987,21-04-2015,Mumbai,ExcelMart,Mec Hat,639
1988,21-04-2015,Mumbai,ExcelMart,Mec Sticker,148
1989,21-04-2015,Mumbai,MecStore,Mec Mug,485
1990,21-04-2015,Mumbai,MecStore,Mec Hat,1076
1991,21-04-2015,Mumbai,MecStore,Mec Sticker,248
1992,21-04-2015,Delhi,ExcelMart,Mec Mug,190
1993,21-04-2015,Delhi,ExcelMart,Mec Hat,420
1994,21-04-2015,Delhi,ExcelMart,Mec Sticker,93
1995,21-04-2015,Delhi,MecStore,Mec Mug,312
1996,21-04-2015,Delhi,MecStore,Mec Hat,744
1997,21-04-2015,Delhi,MecStore,Mec Sticker,175
1998,22-04-2015,Kerala,ExcelMart,Mec Mug,153
1999,22-04-2015,Kerala,ExcelMart,Mec Hat,337
2000,22-04-2015,Kerala,ExcelMart,Mec Sticker,82
2001,22-04-2015,Kerala,MecStore,Mec Mug,280
2002,22-04-2015,Kerala,MecStore,Mec Hat,648
2003,22-04-2015,Kerala,MecStore,Mec Sticker,140
2004,22-04-2015,Mumbai,ExcelMart,Mec Mug,252
2005,22-04-2015,Mumbai,ExcelMart,Mec Hat,585
2006,22-04-2015,Mumbai,ExcelMart,Mec Sticker,141
2007,22-04-2015,Mumbai,MecStore,Mec Mug,472
2008,22-04-2015,Mumbai,MecStore,Mec Hat,1039
2009,22-04-2015,Mumbai,MecStore,Mec Sticker,249
2010,22-04-2015,Delhi,ExcelMart,Mec Mug,189
2011,22-04-2015,Delhi,ExcelMart,Mec Hat,413
2012,22-04-2015,Delhi,ExcelMart,Mec Sticker,111
2013,22-04-2015,Delhi,MecStore,Mec Mug,322
2014,22-04-2015,Delhi,MecStore,Mec Hat,653
2015,22-04-2015,Delhi,MecStore,Mec Sticker,160
2016,23-04-2015,Kerala,ExcelMart,Mec Mug,170
2017,23-04-2015,Kerala,ExcelMart,Mec Hat,354
2018,23-04-2015,Kerala,ExcelMart,Mec Sticker,78
2019,23-04-2015,Kerala,MecStore,Mec Mug,277
2020,23-04-2015,Kerala,MecStore,Mec Hat,579
2021,23-04-2015,Kerala,MecStore,Mec Sticker,145
2022,23-04-2015,Mumbai,ExcelMart,Mec Mug,280
2023,23-04-2015,Mumbai,ExcelMart,Mec Hat,661
2024,23-04-2015,Mumbai,ExcelMart,Mec Sticker,145
2025,23-04-2015,Mumbai,MecStore,Mec Mug,506
2026,23-04-2015,Mumbai,MecStore,Mec Hat,981
2027,23-04-2015,Mumbai,MecStore,Mec Sticker,275
2028,23-04-2015,Delhi,ExcelMart,Mec Mug,164
2029,23-04-2015,Delhi,ExcelMart,Mec Hat,413
2030,23-04-2015,Delhi,ExcelMart,Mec Sticker,95
2031,23-04-2015,Delhi,MecStore,Mec Mug,311
2032,23-04-2015,Delhi,MecStore,Mec Hat,698
2033,23-04-2015,Delhi,MecStore,Mec Sticker,172
2034,24-04-2015,Kerala,ExcelMart,Mec Mug,170
2035,24-04-2015,Kerala,ExcelMart,Mec Hat,349
2036,24-04-2015,Kerala,ExcelMart,Mec Sticker,80
2037,24-04-2015,Kerala,MecStore,Mec Mug,291
2038,24-04-2015,Kerala,MecStore,Mec Hat,649
2039,24-04-2015,Kerala,MecStore,Mec Sticker,150
2040,24-04-2015,Mumbai,ExcelMart,Mec Mug,273
2041,24-04-2015,Mumbai,ExcelMart,Mec Hat,648
2042,24-04-2015,Mumbai,ExcelMart,Mec Sticker,144
2043,24-04-2015,Mumbai,MecStore,Mec Mug,514
2044,24-04-2015,Mumbai,MecStore,Mec Hat,1135
2045,24-04-2015,Mumbai,MecStore,Mec Sticker,265
2046,24-04-2015,Delhi,ExcelMart,Mec Mug,185
2047,24-04-2015,Delhi,ExcelMart,Mec Hat,456
2048,24-04-2015,Delhi,ExcelMart,Mec Sticker,99
2049,24-04-2015,Delhi,MecStore,Mec Mug,334
2050,24-04-2015,Delhi,MecStore,Mec Hat,761
2051,24-04-2015,Delhi,MecStore,Mec Sticker,182
2052,25-04-2015,Kerala,ExcelMart,Mec Mug,200
2053,25-04-2015,Kerala,ExcelMart,Mec Hat,415
2054,25-04-2015,Kerala,ExcelMart,Mec Sticker,96
2055,25-04-2015,Kerala,MecStore,Mec Mug,355
2056,25-04-2015,Kerala,MecStore,Mec Hat,777
2057,25-04-2015,Kerala,MecStore,Mec Sticker,201
2058,25-04-2015,Mumbai,ExcelMart,Mec Mug,335
2059,25-04-2015,Mumbai,ExcelMart,Mec Hat,720
2060,25-04-2015,Mumbai,ExcelMart,Mec Sticker,172
2061,25-04-2015,Mumbai,MecStore,Mec Mug,561
2062,25-04-2015,Mumbai,MecStore,Mec Hat,1390
2063,25-04-2015,Mumbai,MecStore,Mec Sticker,288
2064,25-04-2015,Delhi,ExcelMart,Mec Mug,227
2065,25-04-2015,Delhi,ExcelMart,Mec Hat,540
2066,25-04-2015,Delhi,ExcelMart,Mec Sticker,119
2067,25-04-2015,Delhi,MecStore,Mec Mug,405
2068,25-04-2015,Delhi,MecStore,Mec Hat,1032
2069,25-04-2015,Delhi,MecStore,Mec Sticker,217
2070,26-04-2015,Kerala,ExcelMart,Mec Mug,208
2071,26-04-2015,Kerala,ExcelMart,Mec Hat,447
2072,26-04-2015,Kerala,ExcelMart,Mec Sticker,105
2073,26-04-2015,Kerala,MecStore,Mec Mug,345
2074,26-04-2015,Kerala,MecStore,Mec Hat,714
2075,26-04-2015,Kerala,MecStore,Mec Sticker,183
2076,26-04-2015,Mumbai,ExcelMart,Mec Mug,330
2077,26-04-2015,Mumbai,ExcelMart,Mec Hat,750
2078,26-04-2015,Mumbai,ExcelMart,Mec Sticker,168
2079,26-04-2015,Mumbai,MecStore,Mec Mug,547
2080,26-04-2015,Mumbai,MecStore,Mec Hat,1340
2081,26-04-2015,Mumbai,MecStore,Mec Sticker,297
2082,26-04-2015,Delhi,ExcelMart,Mec Mug,227
2083,26-04-2015,Delhi,ExcelMart,Mec Hat,488
2084,26-04-2015,Delhi,ExcelMart,Mec Sticker,116
2085,26-04-2015,Delhi,MecStore,Mec Mug,413
2086,26-04-2015,Delhi,MecStore,Mec Hat,878
2087,26-04-2015,Delhi,MecStore,Mec Sticker,241
2088,27-04-2015,Kerala,ExcelMart,Mec Mug,163
2089,27-04-2015,Kerala,ExcelMart,Mec Hat,362
2090,27-04-2015,Kerala,ExcelMart,Mec Sticker,84
2091,27-04-2015,Kerala,MecStore,Mec Mug,252
2092,27-04-2015,Kerala,MecStore,Mec Hat,526
2093,27-04-2015,Kerala,MecStore,Mec Sticker,149
2094,27-04-2015,Mumbai,ExcelMart,Mec Mug,252
2095,27-04-2015,Mumbai,ExcelMart,Mec Hat,564
2096,27-04-2015,Mumbai,ExcelMart,Mec Sticker,144
2097,27-04-2015,Mumbai,MecStore,Mec Mug,512
2098,27-04-2015,Mumbai,MecStore,Mec Hat,1005
2099,27-04-2015,Mumbai,MecStore,Mec Sticker,236
2100,27-04-2015,Delhi,ExcelMart,Mec Mug,174
2101,27-04-2015,Delhi,ExcelMart,Mec Hat,403
2102,27-04-2015,Delhi,ExcelMart,Mec Sticker,99
2103,27-04-2015,Delhi,MecStore,Mec Mug,292
2104,27-04-2015,Delhi,MecStore,Mec Hat,646
2105,27-04-2015,Delhi,MecStore,Mec Sticker,182
2106,28-04-2015,Kerala,ExcelMart,Mec Mug,143
2107,28-04-2015,Kerala,ExcelMart,Mec Hat,354
2108,28-04-2015,Kerala,ExcelMart,Mec Sticker,80
2109,28-04-2015,Kerala,MecStore,Mec Mug,265
2110,28-04-2015,Kerala,MecStore,Mec Hat,582
2111,28-04-2015,Kerala,MecStore,Mec Sticker,140
2112,28-04-2015,Mumbai,ExcelMart,Mec Mug,248
2113,28-04-2015,Mumbai,ExcelMart,Mec Hat,654
2114,28-04-2015,Mumbai,ExcelMart,Mec Sticker,143
2115,28-04-2015,Mumbai,MecStore,Mec Mug,457
2116,28-04-2015,Mumbai,MecStore,Mec Hat,1054
2117,28-04-2015,Mumbai,MecStore,Mec Sticker,258
2118,28-04-2015,Delhi,ExcelMart,Mec Mug,174
2119,28-04-2015,Delhi,ExcelMart,Mec Hat,404
2120,28-04-2015,Delhi,ExcelMart,Mec Sticker,98
2121,28-04-2015,Delhi,MecStore,Mec Mug,309
2122,28-04-2015,Delhi,MecStore,Mec Hat,742
2123,28-04-2015,Delhi,MecStore,Mec Sticker,168
2124,29-04-2015,Kerala,ExcelMart,Mec Mug,152
2125,29-04-2015,Kerala,ExcelMart,Mec Hat,373
2126,29-04-2015,Kerala,ExcelMart,Mec Sticker,85
2127,29-04-2015,Kerala,MecStore,Mec Mug,268
2128,29-04-2015,Kerala,MecStore,Mec Hat,571
2129,29-04-2015,Kerala,MecStore,Mec Sticker,147
2130,29-04-2015,Mumbai,ExcelMart,Mec Mug,256
2131,29-04-2015,Mumbai,ExcelMart,Mec Hat,590
2132,29-04-2015,Mumbai,ExcelMart,Mec Sticker,118
2133,29-04-2015,Mumbai,MecStore,Mec Mug,438
2134,29-04-2015,Mumbai,MecStore,Mec Hat,1020
2135,29-04-2015,Mumbai,MecStore,Mec Sticker,245
2136,29-04-2015,Delhi,ExcelMart,Mec Mug,177
2137,29-04-2015,Delhi,ExcelMart,Mec Hat,415
2138,29-04-2015,Delhi,ExcelMart,Mec Sticker,98
2139,29-04-2015,Delhi,MecStore,Mec Mug,330
2140,29-04-2015,Delhi,MecStore,Mec Hat,771
2141,29-04-2015,Delhi,MecStore,Mec Sticker,167
2142,30-04-2015,Kerala,ExcelMart,Mec Mug,152
2143,30-04-2015,Kerala,ExcelMart,Mec Hat,353
2144,30-04-2015,Kerala,ExcelMart,Mec Sticker,80
2145,30-04-2015,Kerala,MecStore,Mec Mug,285
2146,30-04-2015,Kerala,MecStore,Mec Hat,598
2147,30-04-2015,Kerala,MecStore,Mec Sticker,143
2148,30-04-2015,Mumbai,ExcelMart,Mec Mug,259
2149,30-04-2015,Mumbai,ExcelMart,Mec Hat,574
2150,30-04-2015,Mumbai,ExcelMart,Mec Sticker,156
2151,30-04-2015,Mumbai,MecStore,Mec Mug,501
2152,30-04-2015,Mumbai,MecStore,Mec Hat,1093
2153,30-04-2015,Mumbai,MecStore,Mec Sticker,246
2154,30-04-2015,Delhi,ExcelMart,Mec Mug,178
2155,30-04-2015,Delhi,ExcelMart,Mec Hat,395
2156,30-04-2015,Delhi,ExcelMart,Mec Sticker,108
2157,30-04-2015,Delhi,MecStore,Mec Mug,300
2158,30-04-2015,Delhi,MecStore,Mec Hat,721
2159,30-04-2015,Delhi,MecStore,Mec Sticker,174
2160,01-05-2015,Kerala,ExcelMart,Mec Mug,152
2161,01-05-2015,Kerala,ExcelMart,Mec Hat,371
2162,01-05-2015,Kerala,ExcelMart,Mec Sticker,95
2163,01-05-2015,Kerala,MecStore,Mec Mug,287
2164,01-05-2015,Kerala,MecStore,Mec Hat,597
2165,01-05-2015,Kerala,MecStore,Mec Sticker,153
2166,01-05-2015,Mumbai,ExcelMart,Mec Mug,264
2167,01-05-2015,Mumbai,ExcelMart,Mec Hat,617
2168,01-05-2015,Mumbai,ExcelMart,Mec Sticker,170
2169,01-05-2015,Mumbai,MecStore,Mec Mug,480
2170,01-05-2015,Mumbai,MecStore,Mec Hat,1063
2171,01-05-2015,Mumbai,MecStore,Mec Sticker,260
2172,01-05-2015,Delhi,ExcelMart,Mec Mug,185
2173,01-05-2015,Delhi,ExcelMart,Mec Hat,422
2174,01-05-2015,Delhi,ExcelMart,Mec Sticker,112
2175,01-05-2015,Delhi,MecStore,Mec Mug,357
2176,01-05-2015,Delhi,MecStore,Mec Hat,742
2177,01-05-2015,Delhi,MecStore,Mec Sticker,185
2178,02-05-2015,Kerala,ExcelMart,Mec Mug,196
2179,02-05-2015,Kerala,ExcelMart,Mec Hat,464
2180,02-05-2015,Kerala,ExcelMart,Mec Sticker,100
2181,02-05-2015,Kerala,MecStore,Mec Mug,344
2182,02-05-2015,Kerala,MecStore,Mec Hat,732
2183,02-05-2015,Kerala,MecStore,Mec Sticker,197
2184,02-05-2015,Mumbai,ExcelMart,Mec Mug,355
2185,02-05-2015,Mumbai,ExcelMart,Mec Hat,765
2186,02-05-2015,Mumbai,ExcelMart,Mec Sticker,181
2187,02-05-2015,Mumbai,MecStore,Mec Mug,611
2188,02-05-2015,Mumbai,MecStore,Mec Hat,1368
2189,02-05-2015,Mumbai,MecStore,Mec Sticker,315
2190,02-05-2015,Delhi,ExcelMart,Mec Mug,243
2191,02-05-2015,Delhi,ExcelMart,Mec Hat,522
2192,02-05-2015,Delhi,ExcelMart,Mec Sticker,132
2193,02-05-2015,Delhi,MecStore,Mec Mug,440
2194,02-05-2015,Delhi,MecStore,Mec Hat,901
2195,02-05-2015,Delhi,MecStore,Mec Sticker,231
2196,03-05-2015,Kerala,ExcelMart,Mec Mug,192
2197,03-05-2015,Kerala,ExcelMart,Mec Hat,474
2198,03-05-2015,Kerala,ExcelMart,Mec Sticker,103
2199,03-05-2015,Kerala,MecStore,Mec Mug,388
2200,03-05-2015,Kerala,MecStore,Mec Hat,849
2201,03-05-2015,Kerala,MecStore,Mec Sticker,193
2202,03-05-2015,Mumbai,ExcelMart,Mec Mug,356
2203,03-05-2015,Mumbai,ExcelMart,Mec Hat,820
2204,03-05-2015,Mumbai,ExcelMart,Mec Sticker,192
2205,03-05-2015,Mumbai,MecStore,Mec Mug,684
2206,03-05-2015,Mumbai,MecStore,Mec Hat,1557
2207,03-05-2015,Mumbai,MecStore,Mec Sticker,333
2208,03-05-2015,Delhi,ExcelMart,Mec Mug,244
2209,03-05-2015,Delhi,ExcelMart,Mec Hat,566
2210,03-05-2015,Delhi,ExcelMart,Mec Sticker,149
